,PROD_CD,SLSMAN_CD,PLAN_MONTH,TARGET_IN_EA,ACH_IN_EA
1319,47,117,11,2352,2502
1320,58,108,10,5040,6522
1321,56,68,12,108,57
1322,47,172,11,1776,1251
1323,56,186,11,216,223
1324,26,16,11,12,12
1325,39,107,11,252,176
1327,83,92,11,0,5223
1329,81,40,11,288,198
1330,13,62,11,1908,1295
1331,3,95,12,40,0
1332,3,37,11,40,0
1333,37,98,12,180,128
1334,57,11,11,0,15
1335,26,19,12,252,1105
1336,5,148,12,480,367
1337,47,3,11,2904,1601
1338,11,123,12,144,149
1339,67,122,11,0,5
1340,45,137,11,0,48
1343,74,9,10,0,4
1347,25,2,11,252,338
1348,39,46,11,180,201
1349,16,151,12,0,16
1350,45,168,10,672,348
1351,36,109,10,24,21
1353,14,154,10,11700,16177
1354,58,56,10,672,668
1355,3,41,11,40,0
1356,56,184,10,144,243
1357,14,148,11,13752,14797
1359,82,42,11,0,2075
1361,14,194,11,2592,2704
1363,17,121,10,6444,6841
1364,37,16,11,180,202
1366,5,174,11,160,101
1367,59,142,12,546,321
1368,23,128,12,216,315
1369,32,88,11,24,0
1371,74,170,10,0,219
1372,5,142,10,400,214
1373,17,108,10,4896,4621
1374,56,94,12,36,0
1375,19,169,12,11256,11318
1376,15,104,10,4152,4211
1377,83,140,12,3654,2225
1378,83,107,12,1596,1633
1379,83,106,11,0,1099
1380,47,224,12,0,1030
1381,80,52,12,1128,341
1382,37,134,10,108,88
1383,36,185,11,0,2
1384,56,129,11,324,510
1386,26,96,12,72,28
1387,17,127,12,5688,0
1388,6,220,11,0,892
1392,14,48,11,67896,47898
1393,83,33,12,0,4478
1394,59,185,12,378,201
1395,36,95,12,24,13
1397,82,79,12,2856,1298
1399,38,89,10,1404,1293
1400,31,45,10,800,370
1401,51,111,12,792,889
1404,56,189,12,0,2
1405,51,95,11,0,1324
1406,81,158,10,72,105
1407,10,8,11,0,26
1408,76,166,10,0,186
1409,59,115,11,1092,684
1411,62,181,10,6342,7773
1412,58,125,12,28560,30924
1413,38,136,10,144,197
1414,38,44,10,180,203
1415,20,64,12,24,0
1417,15,75,12,4032,4602
1418,9,111,11,0,9
1419,11,108,10,0,31
1420,61,76,10,3864,2588
1421,33,108,10,432,684
1422,48,214,11,192,0
1423,51,142,12,0,1263
1424,45,186,12,672,1066
1425,22,144,11,10000,16510
1426,25,21,12,360,306
1430,86,38,12,0,41
1431,9,221,11,0,6
1432,50,144,12,15984,13714
1433,81,170,11,120,104
1435,50,76,10,47280,26652
1436,82,57,11,0,738
1437,13,209,11,1764,1772
1438,11,60,12,468,238
1439,15,181,10,4380,4616
1441,31,70,12,10400,16940
1442,5,25,12,320,271
1443,85,3,12,0,18
1444,62,180,10,7056,7052
1446,13,161,12,1368,1290
1447,61,180,11,15750,8846
1451,3,10,10,120,0
1453,33,68,12,792,1875
1456,16,131,11,1332,1061
1457,27,181,11,108,89
1459,18,31,10,1068,1208
1461,5,206,11,80,75
1462,14,43,10,26784,35353
1463,45,30,10,144,288
1464,45,159,12,384,838
1465,56,100,10,36,9
1466,45,50,10,432,6
1467,50,44,10,39552,30901
1468,81,141,10,264,452
1469,43,138,12,16956,13969
1470,26,82,12,228,180
1471,85,173,12,0,35
1472,39,126,10,432,431
1473,16,121,11,756,282
1474,23,76,10,180,172
1475,47,222,12,0,960
1477,5,29,12,160,52
1479,19,122,12,2688,2124
1480,52,184,10,400,0
1483,31,130,10,400,640
1484,27,125,10,72,82
1486,23,130,12,108,104
1487,15,64,12,1824,3060
1488,62,154,10,4536,3247
1490,56,102,11,36,53
1493,19,83,10,19152,24196
1494,19,32,10,3192,600
1495,82,19,11,0,5958
1496,39,120,11,0,6
1497,51,178,11,0,609
1498,59,3,11,1008,711
1499,45,56,10,48,0
1500,25,128,10,720,873
1501,25,35,10,648,750
1502,19,206,10,672,1170
1503,5,66,10,240,131
1504,58,127,10,17304,17172
1505,38,207,11,0,5
1507,2,60,10,0,39
1509,3,146,10,80,17
1510,36,178,12,48,39
1512,15,53,12,1836,1779
1513,47,125,10,1800,1583
1514,47,39,11,1056,963
1516,10,139,11,0,25
1517,39,106,12,288,150
1518,3,16,12,40,2
1519,3,37,12,40,0
1520,15,21,12,4692,4318
1521,37,181,11,72,43
1522,78,201,12,0,274
1524,45,185,10,384,96
1526,17,50,11,144,18
1527,86,165,12,0,48
1528,62,39,12,4620,340
1529,84,74,12,0,87
1530,37,28,10,0,9
1531,62,53,10,3822,3526
1533,31,162,10,0,420
1534,50,111,11,28944,20347
1536,8,225,11,0,2
1537,16,182,10,0,1584
1538,80,108,12,312,259
1539,62,102,11,3906,1995
1540,14,11,11,21780,18534
1541,14,43,11,22824,24384
1543,22,40,11,800,180
1544,45,126,12,528,191
1547,19,9,10,1512,2445
1548,47,67,11,0,2
1549,15,44,12,6060,6798
1550,76,212,10,0,125
1551,15,138,11,11316,10140
1553,13,96,10,9324,11133
1555,15,45,10,2520,2995
1556,56,46,12,36,0
1557,13,54,12,180,143
1558,81,90,10,432,328
1559,11,138,11,576,606
1560,56,176,10,468,672
1561,14,194,10,2772,2711
1562,33,66,10,3816,2261
1563,5,40,11,80,6
1564,33,11,11,2880,2525
1565,2,124,10,0,49
1566,84,136,12,0,98
1567,81,74,12,144,147
1568,22,135,11,0,200
1569,11,46,10,504,385
1570,58,2,10,11088,10925
1571,50,161,10,46656,45954
1572,10,33,10,0,62
1573,19,64,12,4368,5993
1574,36,211,11,48,68
1575,25,184,12,180,272
1576,47,210,11,864,1194
1577,21,189,11,0,928
1579,26,13,11,36,45
1580,51,15,12,624,595
1581,35,40,12,96,25
1582,35,103,12,17568,17537
1583,16,173,11,0,2008
1585,83,32,11,0,701
1586,19,91,10,24360,29363
1587,81,119,10,192,96
1588,38,57,11,108,149
1589,56,184,11,216,177
1590,13,100,11,3636,3440
1591,32,146,11,2088,1832
1592,45,3,10,432,239
1594,45,84,12,240,27
1595,50,159,12,54960,48777
1598,37,38,10,108,126
1599,32,216,10,132,141
1600,14,37,12,9576,9968
1601,3,190,12,200,0
1603,80,120,11,0,3
1604,36,5,11,24,13
1605,83,124,11,0,594
1606,59,28,10,0,10
1607,3,124,12,40,0
1608,36,196,11,72,84
1609,32,6,12,3708,2698
1610,22,162,12,1200,1271
1612,31,170,12,2400,4630
1613,26,44,11,1092,662
1614,14,66,11,21456,21505
1616,5,198,12,80,17
1617,31,92,10,10800,11120
1619,39,148,12,288,259
1621,11,132,10,468,382
1623,81,123,12,528,384
1624,83,21,12,0,4781
1627,80,165,12,504,455
1629,3,96,11,40,3
1631,25,105,11,396,348
1632,18,27,12,1248,0
1633,62,7,12,0,109
1634,32,184,11,576,219
1636,22,168,11,12400,20430
1637,74,38,10,0,5574
1638,32,58,10,624,529
1639,36,195,11,48,63
1640,35,8,12,8352,8495
1641,13,90,10,468,78
1642,56,148,10,360,526
1644,10,10,10,0,228
1645,61,195,12,4494,0
1646,3,193,12,40,0
1647,43,105,11,0,6351
1648,47,120,11,0,37
1649,11,11,12,180,98
1650,56,15,11,288,323
1651,81,217,10,0,72
1652,58,126,10,15456,15347
1653,45,79,10,192,141
1655,36,105,12,24,19
1656,10,119,11,0,58
1657,81,14,11,120,125
1658,58,183,10,33768,41720
1659,31,89,11,10000,36000
1661,82,191,12,0,6157
1662,35,59,11,0,48
1663,22,131,10,11600,225
1665,54,208,10,12,0
1666,32,105,12,672,932
1667,16,23,12,72,357
1668,38,79,10,180,177
1669,83,190,11,0,2630
1670,62,56,12,1680,10
1671,51,112,12,900,932
1672,28,172,12,0,9
1673,19,114,10,5208,4920
1674,47,209,12,648,1161
1675,70,40,12,0,10
1676,3,98,10,40,0
1677,39,56,11,72,59
1680,58,63,11,0,630
1681,35,128,12,9792,8268
1682,74,3,10,0,356
1683,38,195,11,324,347
1684,27,196,10,216,179
1686,61,81,11,2394,1161
1687,11,127,12,252,226
1688,10,146,11,0,82
1689,26,92,12,588,692
1690,36,13,11,24,6
1691,83,90,11,0,3017
1692,27,185,10,72,70
1693,11,38,11,108,123
1694,61,197,10,4998,2898
1695,62,62,11,7182,2404
1696,10,43,12,0,73
1697,25,96,10,504,572
1699,50,22,11,0,873
1701,22,34,12,4800,40800
1702,58,172,10,16968,17931
1703,37,136,11,108,123
1704,79,188,12,0,2
1705,33,130,11,252,0
1706,47,7,10,1632,1038
1707,47,31,12,336,547
1708,25,215,12,180,191
1709,17,31,12,6228,0
1710,27,7,12,144,74
1711,27,81,10,72,77
1712,61,178,10,2688,1707
1713,10,17,11,0,27
1714,61,115,10,5376,2984
1716,86,48,12,0,306
1717,50,121,10,52656,35265
1718,12,43,12,0,60
1719,25,38,10,288,242
1720,59,57,12,210,222
1724,84,91,12,0,693
1725,35,127,10,9792,10500
1726,50,51,10,104832,75417
1727,13,12,11,2808,3115
1728,16,20,11,0,19
1729,19,26,12,0,630
1730,33,126,10,3600,2208
1731,36,119,10,24,23
1733,83,36,12,0,5668
1734,58,44,11,35784,32898
1735,37,138,12,108,95
1736,35,47,12,28608,25326
1737,50,191,12,33264,31108
1738,86,216,12,0,25
1739,22,208,11,24000,36970
1740,5,84,10,160,204
1741,37,182,11,108,97
1742,59,16,10,420,232
1743,81,206,10,48,145
1744,18,114,10,1836,2346
1745,73,33,11,0,2
1746,2,211,10,0,22
1748,11,75,11,0,24
1749,37,194,10,108,121
1750,11,153,12,0,4
1751,61,163,11,3528,2725
1752,39,186,10,180,148
1755,35,158,10,2880,2712
1757,70,224,12,0,52
1758,28,8,10,18,7
1759,18,193,12,1128,0
1760,45,125,11,288,153
1761,38,108,12,144,68
1762,15,144,12,2508,2618
1765,38,210,10,144,157
1766,59,30,12,84,22
1767,35,157,11,0,78
1770,3,60,10,120,0
1771,80,19,12,648,611
1772,26,187,11,0,1320
1773,21,104,12,24,158
1774,23,28,11,0,3
1775,9,128,10,0,34
1776,50,20,12,0,587
1777,15,193,10,1452,1271
1782,43,166,12,15156,13964
1783,27,150,12,108,60
1786,83,168,12,3780,2758
1787,18,122,11,1188,415
1789,80,83,11,648,610
1791,22,17,10,8000,5898
1792,45,216,12,0,384
1793,48,171,10,72,0
1794,45,163,12,576,807
1797,17,143,10,16164,16008
1798,80,64,11,168,151
1800,3,41,10,40,6
1801,82,24,12,0,540
1802,47,104,10,1536,1538
1803,14,125,10,47196,42640
1804,43,182,11,0,6617
1805,58,139,10,20328,18736
1806,50,184,11,31440,25443
1807,27,182,10,144,182
1809,3,16,11,40,4
1810,25,19,12,504,775
1811,36,33,11,24,21
1812,13,15,10,2376,3352
1814,82,134,12,3780,3107
1815,2,191,10,0,20
1816,25,139,10,432,555
1817,81,58,12,984,679
1818,58,132,11,25872,25263
1819,81,27,11,0,241
1821,39,204,10,360,434
1822,38,31,10,216,166
1823,59,13,11,504,906
1824,35,213,10,2592,3582
1825,43,14,12,6516,4978
1826,14,143,11,16704,11948
1827,19,183,11,37632,53952
1828,5,46,12,240,117
1829,33,161,10,7236,7277
1830,47,223,11,0,504
1831,37,19,12,180,147
1832,42,36,10,36,5
1833,27,4,12,144,121
1834,36,48,11,24,52
1835,47,10,11,792,1422
1836,58,143,11,16128,12588
1837,81,185,11,144,117
1838,25,142,12,468,418
1839,13,168,12,10800,9977
1840,22,25,11,16400,29560
1841,48,152,10,0,28
1842,54,184,10,12,0
1843,10,10,12,0,123
1844,9,174,11,0,3
1846,25,44,12,324,329
1847,26,171,12,432,24
1849,26,89,10,120,52
1850,28,19,11,0,2
1852,83,56,11,0,81
1853,58,109,12,23856,27134
1854,74,42,10,0,1346
1855,3,98,12,40,0
1857,32,161,12,2712,2887
1858,35,188,11,0,192
1859,43,184,11,0,8899
1862,16,56,11,0,81
1863,76,190,10,0,174
1864,21,190,11,0,12
1865,61,223,11,0,4922
1867,59,60,10,2268,1084
1869,32,27,11,1284,1163
1871,25,119,10,504,725
1874,37,111,11,144,81
1875,27,82,11,72,88
1876,76,46,10,0,219
1877,3,103,12,160,0
1878,60,223,11,0,116
1880,35,89,12,96,162
1881,84,32,12,0,67
1882,21,210,11,36,36
1883,38,60,10,108,108
1884,83,5,11,0,1405
1885,56,95,11,36,24
1886,38,16,12,144,189
1887,16,48,12,10368,8219
1888,62,114,11,3234,1413
1889,19,107,10,1848,1614
1891,61,66,12,4326,115
1892,13,169,10,12564,14516
1893,36,79,12,24,9
1894,27,19,12,144,75
1895,47,161,11,1464,1721
1896,54,10,11,60,0
1897,36,68,11,24,1
1898,10,46,12,0,878
1901,13,129,10,3276,2597
1902,16,118,11,0,25
1903,18,58,10,4224,5130
1904,20,12,11,48,48
1905,10,113,11,0,14
1906,54,8,11,12,0
1907,25,210,11,504,437
1908,33,124,10,180,0
1909,59,51,11,7392,4662
1910,47,213,11,1776,2087
1912,61,200,11,0,2814
1914,37,23,11,72,48
1915,48,64,10,0,12
1916,42,14,10,144,171
1917,42,185,12,72,30
1918,23,3,11,252,254
1919,58,3,12,37128,35064
1920,50,110,12,31824,20697
1921,15,32,11,2460,2242
1922,26,136,12,144,106
1923,39,195,11,432,473
1924,43,26,11,0,402
1926,35,213,11,2400,3099
1927,10,142,12,0,47
1928,51,102,12,1452,1651
1929,33,9,10,7092,5719
1930,35,49,12,3552,3903
1933,59,192,12,252,45
1934,61,83,11,2856,858
1935,59,170,10,798,433
1936,50,197,11,41568,46928
1937,45,108,12,480,374
1939,59,190,10,2058,901
1940,81,95,12,216,374
1941,56,143,10,36,25
1942,47,202,12,0,408
1943,80,115,10,720,874
1944,42,93,12,108,113
1945,84,64,12,0,36
1946,62,2,11,3444,1634
1947,47,207,11,0,19
1948,3,165,10,40,8
1949,11,215,10,72,40
1950,62,199,11,0,6144
1951,4,203,12,0,120
1952,17,121,11,5580,1079
1953,38,181,11,144,143
1954,36,46,12,24,8
1955,59,29,10,210,56
1956,39,193,12,252,100
1957,81,105,11,120,58
1958,43,64,11,0,4859
1959,61,213,10,2562,2197
1960,62,101,10,3318,2709
1961,14,89,10,8316,12614
1962,47,64,11,984,499
1965,11,127,10,288,410
1966,50,133,11,0,2479
1967,51,190,12,0,3483
1969,61,173,10,5754,2960
1970,11,4,11,216,203
1971,59,111,11,210,165
1973,83,66,11,0,1321
1974,37,75,10,108,136
1975,25,174,11,540,276
1977,83,120,12,0,62
1978,25,48,12,1152,890
1981,83,100,12,6426,3765
1982,5,180,11,240,143
1983,42,32,12,72,90
1984,16,21,11,0,1461
1985,16,126,11,0,726
1986,47,151,12,0,6
1987,39,25,11,396,383
1988,50,90,11,58512,75875
1989,22,25,12,18800,19214
1991,11,54,10,72,198
1992,16,82,12,3708,5286
1994,37,210,11,108,150
1995,80,168,11,528,638
1996,45,106,11,384,165
1998,54,131,12,12,0
1999,80,105,12,552,547
2000,32,58,11,540,514
2001,18,98,10,432,584
2002,22,163,12,27200,34240
2003,5,70,12,480,278
2004,62,136,12,0,15
2007,3,81,10,40,0
2009,82,109,12,4578,2822
2010,39,139,10,360,461
2011,45,103,12,1056,841
2012,21,189,12,0,207
2013,13,158,10,360,381
2014,13,103,12,2700,3055
2015,67,23,12,0,4
2016,11,114,12,216,150
2017,80,192,10,312,838
2020,23,110,10,144,205
2021,13,37,12,3096,2347
2023,42,31,10,216,119
2024,37,31,10,180,162
2025,9,105,12,0,8
2027,26,204,11,288,195
2028,35,184,10,15456,22254
2029,35,148,11,8736,9949
2030,21,7,11,12,0
2031,81,87,12,792,444
2032,37,174,12,144,146
2033,47,1,11,1872,1428
2034,81,16,10,0,27
2035,62,117,11,5082,2743
2036,11,11,11,108,133
2038,50,52,10,37728,34198
2039,17,93,10,7308,8919
2040,81,8,12,120,79
2041,47,160,11,888,789
2042,19,69,11,0,24
2043,39,122,10,288,270
2044,22,11,12,16400,24540
2045,10,221,12,0,240
2046,35,15,11,2688,3663
2047,47,43,12,2928,1822
2048,62,159,11,2856,1201
2049,5,169,12,160,137
2050,8,130,10,0,6
2054,35,2,10,4416,5221
2055,50,157,11,0,2018
2056,25,173,10,396,493
2058,13,85,10,1080,972
2059,35,119,10,17664,20093
2060,37,60,11,108,84
2061,32,174,12,1800,1503
2062,10,181,10,0,148
2064,14,159,10,17892,22466
2066,31,209,10,400,0
2067,61,41,10,2562,7667
2069,62,41,10,8316,4889
2070,33,40,10,108,3
2073,85,198,12,0,6
2074,47,165,11,648,1330
2075,61,16,12,0,140
2076,15,95,10,984,921
2077,33,209,10,1548,1334
2078,14,1,11,33588,32966
2080,59,121,11,714,175
2081,61,161,12,6174,0
2083,38,95,12,288,193
2084,26,31,11,108,129
2085,43,185,11,0,7309
2087,23,111,11,108,72
2089,68,164,10,0,180
2090,38,4,12,324,204
2091,39,215,12,72,119
2093,21,45,10,60,48
2094,5,4,12,160,123
2095,7,225,11,0,328
2097,15,60,11,3708,4135
2098,39,67,11,0,5
2099,39,2,11,324,387
2100,37,132,10,108,125
2102,45,89,12,1296,688
2103,58,176,11,6216,9114
2104,58,115,11,7728,10038
2105,10,158,12,0,15
2106,80,190,10,192,792
2107,23,26,12,0,8
2108,76,123,10,0,316
2109,16,144,10,0,304
2112,25,16,11,252,220
2113,18,8,10,792,1159
2114,37,18,10,108,96
2115,22,39,12,6800,6800
2116,18,53,10,888,806
2117,23,16,12,108,144
2118,26,9,12,228,20
2119,45,148,12,3168,1590
2120,15,83,12,6984,5543
2121,33,70,11,4968,4072
2122,32,107,11,216,354
2123,56,119,12,396,264
2124,38,140,11,216,313
2125,22,105,12,10000,22698
2126,83,29,11,0,802
2128,13,97,11,2088,2331
2130,42,56,10,36,48
2131,59,216,11,252,274
2132,33,68,10,2304,1742
2133,33,174,11,2196,2632
2134,8,166,10,0,24
2135,86,119,12,0,91
2136,26,47,12,1368,1071
2137,21,99,11,156,204
2138,45,184,11,240,284
2139,32,5,11,120,192
2140,61,104,10,4494,3378
2142,14,7,11,18972,15572
2146,42,123,12,324,388
2147,38,83,12,144,113
2148,33,17,11,1620,1764
2150,38,3,12,324,213
2151,45,133,11,0,74
2152,10,7,11,0,4
2153,25,96,11,504,541
2156,5,62,10,560,341
2158,14,29,12,16704,12940
2160,38,66,11,72,53
2162,62,223,12,0,3993
2163,62,211,10,5838,3387
2164,38,194,10,1188,1646
2166,58,183,11,30408,34310
2167,83,86,11,0,1438
2168,37,7,10,108,136
2169,27,41,11,108,126
2170,32,208,11,468,347
2171,3,130,10,40,3
2173,55,224,12,0,36
2174,51,99,12,2712,2463
2177,47,9,12,2136,1505
2179,22,185,11,4000,8638
2180,31,169,12,5600,11510
2181,11,56,10,0,5
2182,62,71,11,0,74
2183,36,133,11,0,3
2184,39,26,11,0,11
2185,42,8,12,108,64
2186,5,8,11,320,262
2187,76,84,10,0,308
2188,64,154,10,0,2
2189,23,156,12,144,166
2190,42,197,10,72,52
2191,19,132,10,4368,4309
2192,11,216,12,72,63
2193,45,191,10,0,80
2195,54,184,11,24,0
2197,14,81,12,23364,17615
2198,36,9,10,24,2
2200,3,170,10,40,0
2201,38,16,11,180,261
2203,84,142,12,0,44
2204,80,216,11,336,401
2205,31,14,10,400,0
2206,47,42,11,2064,1846
2207,42,109,11,144,133
2208,16,69,11,0,24
2209,56,53,11,972,613
2213,80,100,10,1440,898
2214,32,131,11,252,96
2215,13,105,12,2016,2039
2216,58,75,11,0,6563
2217,62,203,11,0,35930
2218,9,223,12,0,197
2219,32,9,11,2880,1696
2220,13,75,11,0,4546
2221,47,30,10,480,244
2222,59,4,11,1218,1055
2223,42,34,11,108,81
2224,3,184,11,40,40
2225,39,103,12,288,212
2226,62,116,12,0,100
2227,37,119,11,108,79
2228,2,94,11,0,48
2229,56,185,12,216,181
2230,18,20,11,0,72
2232,80,143,11,192,56
2233,19,97,11,336,600
2234,42,119,11,144,106
2235,26,40,12,12,7
2236,51,142,11,0,517
2238,51,93,12,0,738
2239,3,47,11,200,0
2240,36,143,12,24,20
2241,45,128,11,288,528
2242,52,180,12,400,0
2243,37,87,12,216,237
2244,81,47,11,456,369
2245,61,108,12,0,421
2246,33,128,11,4320,3939
2247,86,20,12,0,26
2248,25,185,11,180,206
2249,14,46,12,11592,12336
2250,83,181,11,0,4442
2251,42,217,12,216,183
2252,26,74,12,96,149
2253,15,162,10,612,492
2255,16,85,11,7956,2011
2256,81,64,10,192,14
2257,32,178,10,876,1320
2258,36,173,11,24,48
2259,58,13,11,7392,8369
2260,35,166,10,25152,27201
2263,3,182,10,80,0
2264,76,87,10,0,402
2265,51,51,12,0,336
2266,35,215,10,3072,2737
2268,11,37,12,576,582
2269,32,214,12,192,152
2270,80,70,10,816,857
2271,36,190,11,48,20
2272,59,204,10,630,1616
2276,37,196,11,36,38
2278,50,169,10,70944,55484
2279,5,39,11,160,95
2281,16,85,10,0,2048
2282,26,113,11,48,15
2283,23,134,11,144,87
2285,13,6,10,4392,4809
2286,42,214,10,108,84
2287,11,136,11,108,121
2288,5,180,10,240,274
2289,16,192,11,0,1023
2290,20,35,12,24,0
2292,48,21,10,192,0
2293,3,16,10,40,3
2295,37,43,12,144,131
2296,80,130,10,2352,1244
2297,42,60,11,144,116
2298,16,164,12,5904,15215
2299,50,130,10,61248,47935
2300,86,8,12,0,57
2301,45,17,11,144,253
2302,19,2,10,3696,2990
2303,28,191,10,0,12
2304,50,93,10,29808,32833
2305,16,19,11,0,1739
2306,59,186,10,462,706
2307,14,34,11,28368,23013
2308,43,13,11,0,3677
2309,81,43,11,192,159
2310,54,14,10,12,0
2311,16,86,11,2700,1136
2312,61,215,12,2352,0
2313,82,101,11,0,1863
2314,58,102,10,22008,30632
2315,19,180,10,31920,50196
2316,48,194,10,0,291
2317,50,112,12,56592,52493
2318,17,134,11,8244,1529
2319,14,14,10,38952,42542
2321,47,178,12,936,1040
2322,25,109,11,432,441
2323,32,52,11,2304,2036
2324,25,12,11,432,401
2325,54,130,10,12,0
2326,42,192,12,144,112
2327,62,170,12,0,711
2328,17,88,12,49536,0
2331,23,124,12,288,356
2332,35,170,11,6528,7038
2334,83,89,11,0,4113
2335,16,36,12,7128,3777
2336,62,191,12,5628,549
2337,31,5,11,0,1200
2340,19,195,11,12600,12676
2341,39,190,12,432,137
2342,5,213,11,80,67
2344,64,7,12,0,23
2346,83,28,11,0,37
2347,27,164,10,72,101
2349,76,90,10,0,160
2350,10,161,11,0,49
2351,31,183,11,7200,4200
2352,45,46,12,2304,117
2353,45,3,11,384,679
2355,26,183,12,528,600
2357,42,172,11,108,133
2360,22,184,10,24000,4490
2362,2,107,12,0,38
2363,37,62,11,72,37
2364,21,48,12,108,24
2365,19,186,12,2520,3151
2367,37,26,11,0,7
2368,35,11,10,7488,9918
2369,22,35,10,400,0
2371,80,9,10,1224,1226
2372,58,58,12,5376,3586
2373,27,25,12,144,147
2375,51,44,11,0,2293
2377,11,161,11,144,216
2378,51,81,12,2412,1912
2379,5,42,11,80,0
2380,62,4,11,3150,762
2381,20,125,11,192,218
2382,25,130,10,432,506
2383,26,1,11,1380,916
2384,15,10,11,4308,4867
2386,39,109,10,324,374
2387,37,109,12,72,149
2389,80,183,10,1392,1306
2390,14,75,11,0,20156
2392,42,165,12,252,190
2393,3,89,11,40,0
2395,11,98,10,36,26
2396,14,123,11,17244,17929
2397,28,105,11,6,5
2399,43,62,12,0,11183
2400,47,208,12,1296,987
2401,31,57,11,400,509
2402,4,53,11,40,0
2405,15,39,12,3048,3571
2407,36,170,11,0,6
2410,82,154,12,0,12154
2412,27,158,10,108,107
2413,86,46,12,0,39
2415,76,37,10,0,549
2416,51,158,12,0,696
2419,31,114,12,1200,1700
2420,86,84,12,0,50
2421,14,172,12,30996,25316
2422,28,139,12,18,1
2424,81,100,12,120,93
2425,15,84,12,3624,3757
2427,51,155,11,0,117
2429,42,161,11,144,191
2430,36,178,10,96,62
2431,20,195,12,48,93
2432,5,66,12,400,196
2433,20,124,12,360,294
2434,38,47,12,828,568
2435,62,43,12,7686,270
2436,33,4,12,72,0
2437,43,97,12,0,2519
2438,30,219,11,0,60
2439,38,43,10,324,314
2441,59,191,10,420,680
2442,15,21,11,3456,3165
2443,56,10,11,684,951
2444,14,148,10,16164,19104
2446,39,101,11,72,51
2447,33,139,11,360,216
2448,31,57,12,400,20
2449,15,102,12,3000,2860
2450,59,27,12,462,318
2452,14,44,10,23040,30106
2453,48,43,10,0,1
2457,50,103,11,53568,44951
2458,51,198,12,0,796
2461,42,25,12,108,141
2462,14,17,10,42372,42927
2463,26,225,11,0,3438
2464,26,7,11,36,100
2467,59,17,11,672,689
2468,37,159,12,72,71
2470,13,215,11,1116,974
2471,5,183,11,160,91
2472,43,85,11,0,57244
2473,27,139,10,432,503
2478,61,57,10,2520,1841
2480,10,96,11,0,19
2481,26,210,11,12,12
2484,61,70,11,4452,3181
2485,16,161,10,0,586
